"KEY","EN","BG","ESP"
"STR_NON_CASHABLE_VOUCHER_OUT_COUNT_LABEL","Non-cashable Voucher Out count: ",,"Cuenta de Salida de de Vales No-Reembolsables:"
,,,
"STR_COIN_IN_JAMS","Coin in jams: ","Монети заседнали:","Atascos de entrada de moneda:"
"STR_COIN_ALARMS","Coin Alarm: ","Монетна аларма:","Alarma de Moneda:"
"STR_BILL_IN_JAMS","Bill In Jams: ","Банкноти в контейнер:","Atascos de Entrada de Billete:"
"STR_BILLS_REJECTED","Bills Rejected: ","Отхвърлени банкноти:","Billetes Rechazados:"
"STR_COUNTERFEIT_BILL_DETECTED","Counterfeit Bill Detected: ","Открити фалшиви банкноти:","Billetes Falsos Detectados:"
"STR_BILL_VALIDATOR_ERRORS","Bill Validator Errors: ","Грешки при Банкното- валидатора:","Errores de Validador de Billetes:"
"STR_HOPPER_EMPTY_LABEL","Hopper Empty: ","Хопъра е пазен:","Vaciado de Tolva:"
"STR_HOPPER_COINT_OUT_JAMS","Hopper Coin Out Jams: ",,"Atascos de Salida de Moneda en Tolva:"
"STR_COINT_PAID","Extra Coin Paid: ","Изплащане на допълнителна монета:","Moneda Extra Pagada:"
"STR_PRINTER_JAMS","Printer Jams: ","Регистрира колко пъти е имало смачкан билет:","Atascos de Impresora:"
"STR_PRINTER_ERRORS","Printer Errors: ","Грешки в принтера:","Errores de Impresora:"
"STR_PRINTER_DISCONNECTS","Printer Disconnects: ","Принтера прекъсва:","Desconexiones de Impresora:"
"STR_MECHANICAL_METER_DISCONNECTS","Mechanical Meter Disconnects: ","Електромеханичния брояч прекъсва:","Desconexiones de Medidor Mecánico:"
"STR_TOUCH_SCREEN_ERRORS","Touch Screen Errors: ","Грешка в тъчскрина:","Errores de Pantalla Táctil:"
"STR_RUNTIME_RESET","Runtime Reset: ","Рестартиране по време на изпълнение:","Reinicio de tiempo de ejecución:"
"STR_BOOT_BOOT_TIME_RESET","Boot Time Reset: ","Начално време за стартиране:","Reinicio de Tiempo de Arranque:"
"STR_IDREADER_DEVICE_DISCONNECTED","Id Card Scanner Device Disconnected: ",,
"STR_IDREADER_SCAN_ERROR","Id Card Scanner Scan Error: ",,
"STR_IDREADER_FAILED_READ_EXP_DATE","Id Card Scanner Failed To Read Expiration Date: ",,
"STR_IDREADER_FAILED_READ_BIRTH_DATE","Id Card Scanner Failed To Read Date Of Birth: ",,
"STR_IDREADER_SCANNED_UNDER_LEGAL_AGE","Id Card Scanner Scanned Under Legal Age: ",,
,,,
"STR_MASTER_ACCOUNTING","Master Accounting","Главно Отчитане","Contabilidad Master"
"STR_PERIOD_ACCOUNTING","Period Accounting","Периодично Отчитане","Periodo de Contabilidad"
"STR_NUMBER_OF_BILLS","%1Number of Bills: ","%1Номер на банкнотите:","%1Número de Billetes:"
"STR_TOTAL_VALUE_OF_BILLS","%1Total Value of Bills: ","%1Общи стойности на банкнотите:","%1Valor Total de Billetes:"
"STR_ADD_BILLS","%1 bills","%1 банкноти","%1 billetes"
"STR_BILL_CURRENCY_CODE_BILLS","Currency Code Bills:",,
"STR_BILL_EXCHANGE_CURRENCY_CODE_BILLS","Exchange Currency Code Bills:",,
,,,
"STR_NUMBER_OF_COINS","Number of Coins: ","Брой на монети:","Número de Monedas:"
"STR_TOTAL_VALUE_OF_COINS","Total Value of Coins: ","Обща стойност на монетите:","Valor Total de Monedas:"
"STR_ADD_COINS","%1 coins","%1 монети","%1 monedas"
,,,
"STR_LOGIC_BOARD_DOOR","Logic board door","Вратата на ексайтера","Puerta de placa lógica"
"STR_BILL_STACKER_ACCESS","Bill Stacker access","Достъп до Стакера на Банкноти","Acceso a apilador de billete"
"STR_POWER_INFORMATION","Power information","Информация за захранването","Información de energía"
"STR_DROP_DOOR_POWER_OFF","Drop door (power off)","Разкачена врата ( изключване)","Puerta de caída (apagar)"
"STR_LOGIC_BILL_VALIDATOR_DOOR_POWER_OFF","Bill validator door (power off)","Вратата на банкното-валидатора (изключване)","Puerta de validador de billetes (apagar)"
"STR_LOGIC_BILL_STACKER_BOX_DOOR_POWER_OFF","Bill stacker box door (power off)","Вратата на кутията на Стакера на банкноти (изключване)","Puerta de apilador de billetes (apagar)"
"STR_LOGIC_MAIN_DOOR_POWER_OFF","Main door (power off)","Главна врата (изключване)","Puerta principal (apagar)"
"STR_LOGIC_LOGIC_BOARD_DOOR_POWER_OFF","Logic board door (power off)","Вратата на ексайтера (изключване)","Puerta de placa lógica (apagar)"
"STR_LOGIC_BELLY_DOOR_POWER_OFF","Belly door (power off)","Предна врата (Изключване)","Puerta central (apagar)"
"STR_LOGIC_TOP_BOX_DOOR_POWER_OFF","Top Box door (power off)","Врата на горна кутия (изключване)","Puerta de Caja Superior (apagar)"
"STR_LOGIC_DROP_EXT_DOOR_POWER_OFF","Door Ext (power off)","Външна врата ( изключване)","Puerta Ext (apagar)"
,,,
"STR_LAST_OPEN_LABEL"," - Last open"," - Последно отворен","- Última apertura"
"STR_LAST_CLOSE_LABEL"," - Last close"," - Последно затворен","- Último cierre"
"STR_LAST_OPEN_COUNT_LABEL"," - Open count"," - Брой Отворени","- Recuento aperturas"
"STR_LAST_CLOSE_COUNT_LABEL"," - Close count"," - Брой Затворени",""
"STR_GAMES_SINCE_LAST_CLOSE_LABEL"," - Games since last close"," - Игри от споледно затваряне","- Juegos desde último cierre"
"STR_LAST_POWER_FAILED_LABEL"," - Last power failed"," - Последно прекъсване на захранването","- Último fallo de energía"
"STR_LAST_TURNED_ON_LABEL"," - Last turned on"," - Последно включване","- Último encendido"
"STR_POWER_OFF_DURATION_LABEL"," - Power off duration"," - Време на изключена машина","- Duración de apagado"
"STR_POWER_FAILURES_LABEL"," - Power failures"," - Провалени захранвания","- Fallos de energía"
"STR_GAMES_SINCE_LAST_POWER_ON_LABEL"," - Games since last power on"," - Игри от последното включване","- Juegos desde último encendido"
"STR_LAST_REMOVE_LABEL"," - Last remove"," - Последно изкарване","- Última retirada"
"STR_LAST_INSERT_LABEL"," - Last insert"," - Последно вкарване","- Última inserción"
"STR_REMOVE_COUNT_LABEL"," - Remove count"," - Изтрит брояч","- Cuenta de retiradas"
,,,
"STR_DENOMINATION_ACCOUNTING_DENOMINATION_LABEL","DENOMINATION: %1","ДЕНОМИНАЦИЯ: %1","DENOMINACIÓN %1"
"STR_DENOMINATION_ACCOUNTING_TOTAL_BET","Total Bet (Coin In): ","Всички залози (Вкарани жетони):","Apuesta total (Moneda Introducida):"
,,,
"STR_SORT_BY_PLAYED_GAMES_LABEL","Sort by played games",,"Sort by played games"
"STR_SORT_BY_TOTAL_BET_LABEL","Sort by total bet ",,"Sort by total bet"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_WAN","Total Won: ","Общо спечелени:","Total Ganado:"
"STR_TOTAL_WINNINGS_TO_CREDIT_LABEL","  -Total Winnings to Credit: ","- Общо спечелени в кредити:","  - Total Ganancias a Crédito:"
"STR_WINNINGS_FROM_PAYTABLE_LABEL","   -- Winnings from Paytable (Coin Out): ","-- Печалби от таблицата с печалби (Изкарани пари)","   -- Tabla de Pagos (Salida Moneda):"
"STR_WINNINGS_FROM_PROGRESSIVES_LABEL","   -- Winnings from Progressives: ","-- Печалбите в пари от Прогресиви:","   -- Progresivos:"
"STR_WINNINGS_FROM_EXTERNAL_BONUS_LABEL","   -- Winnings from External Bonuses: ","-- Печалби от външен бонус:","   -- Bonus Externos:"
"STR_TOTAL_WINNINGS_PAID_BY_ATTENDANT_LABEL","  -Total Winnings Paid by Attendant: ","- Общи печалби, изплатени от крупие:","  -Ganancias Totales Pagadas por Asistentes:"
"STR_TOTAL_ATTENDANT_PAID_PAYTABLE_WINNINGS_LABEL","   -- Attendant Paid Paytable Winnings: ","-- Изплатими печалби което крупието изплати:","   -- Tabla de Pagos Pagadas por Asistente:"
"STR_TOTAL_ATTENDANT_PAID_PROGRESSIVES_LABEL","   -- Attendant Paid Progressives: ","-- Изплатени от крупие Прогресиви:","   -- Progresivos Pagados por Asistente:"
"STR_TOTAL_ATTENDANT_PAID_EXTERNAL_BONUSES_LABEL","   -- Attendant Paid External Bonuses: ","-- Изплатени от крупие Външни Бонуси:","   -- Bonus Externos Pagados por Asistente:"
"STR_TOTAL_GAMES_PLAYED_LABEL","Total Games Played: ","Общо изиграни игри:","Total Juegos Jugados:"
"STR_TOTAL_GAMES_WON_LABEL","  - Total Games Won: ","- Общо спечелени игри:","  - Total Juegos Ganados:"
"STR_TOTAL_GAMES_LOST_LABEL","  - Total Games Lost: ","- Общо загубени игри:","  - Total Juegos Perdidos:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_CASHTABLE_PLAYED","  - Total Cashable Played: ","- Общо изплатими в брой игри:","  - Total Reembolsables Jugados:"
"STR_MACHINE_ACCOUNTING_TOTAL_PROMOTIONAL_PLAYED","  - Total Promotional Played: ","- Общо Промоционално Изиграни:","  - Total Promocionales Jugados:"
"STR_MACHINE_ACCOUNTING_TOTAL_NON_CASHTABLE_PLAYED","  - Total Non-cashable Played: ","- Общо не изплатими в брой игри:","  - Total No-Reembolsables Jugados:"
,,,
"STR_MACHINE_ACCOUNTING_MACHINE_HOLD","Machine hold %: ","Паузиране на машината %:","Retención de máquina %:"
"STR_MACHINE_ACCOUNTING_MACHINE_YIELD","Machine yield %: ","Доходност на машината %:","Cesión de máquina %:"
"STR_GAME_ACCOUNTING_GAME_HOLD","Game hold %: ","Паузиране на играта %:","Retención de juego %:"
"STR_GAME_ACCOUNTING_GAME_YIELD","Game yield %: ","Доходност на играта %:","Cesión de juego %:"
"STR_GAME_ACCOUNTING_BASE_GAME_CURRENT","Base Game Current %: ","Основна игра Текущ %:","% Actual Juego Base:"
"STR_MACHINE_ACCOUNTING_WEIGHTED_AVERAGE_TRTP","Weighted Average TRTP %: ",,"Ponderación de TRTP Media %:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_IN","Total In: ","Общо вкарани:","Entrada Total:"
"STR_MACHINE_ACCOUNTING_PHYSICAL_COIN_IN","  - Physical Coin In: ","- Вкарани жетони","  - Entrada Moneda Física:"
"STR_MACHINE_ACCOUNTING_BILL_IN","  - Bill In: ","- Вкарани банкноти","  - Entrada Billete:"
"STR_MACHINE_ACCOUNTING_CASHLESS_IN","  - Cashless In: ","- Вкарани пари в машината по електронен път:","  - Entrada Cashless:"
"STR_MACHINE_ACCOUNTING_CASHABLE_ELECTRONIC_IN","   -- Cashable Electronic In: ","-- Вкарани пари в машината с електронен трансфер:","   -- Entrada Electrónica de Reembolsable:"
"STR_MACHINE_ACCOUNTING_KEYED_IN","    --- Keyed In: ","--- Пари добавени чрез калкулатор","    --- Entrada de Bloqueado:"
"STR_MACHINE_ACCOUNTING_PROMOTIONAL_ELECTRONIC_IN","   -- Promotional Electronic In: ","-- Вкарани промоционални електронни трансфери:","   -- Entrada Electrónica Promocional:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_ELECTRONIC_IN","   -- Non-cashable Electronic In: ","-- Вкарани по електронен път неизплатими в брой:","   -- Entrada Electrónica de No-Reembolsable:"
"STR_MACHINE_ACCOUNTING_VOUCHER_IN","  - Voucher In: ","- Вкарани Ваучери:","  - Entrada Vales:"
"STR_MACHINE_ACCOUNTING_CASHABLE_VOUCHER_IN","   -- Cashable Voucher In: ","-- Вкарани Ваучери за разплащане","   -- Entrada Vales Reembolsables:"
"STR_MACHINE_ACCOUNTING_PROMOTIONAL_VOUCHER_IN","   -- Promotional Voucher In: ","-- Вкарани промоционални Ваучери","   -- Entrada Vales Promocionales:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_VOUCHER_IN","   -- Non-cashable Voucher In: ","-- Вкарани неизплатими ваучери:","   -- Entrada de Vale No-Reembolsable:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_OUT","Total Out: ","Общо Изкарани:","Salida Total:"
"STR_MACHINE_ACCOUNTING_PHYSICAL_COIN_OUT","  - Physical Coin Out: ","- Изкарани реални монети:","  - Salida Moneda Física:"
"STR_MACHINE_ACCOUNTING_TOTAL_WINNINGS_PAYED_BY_ATTENDANT","  - Total Winnings Paid by Attendant: ","- Всички печалби изплатени от крупие:","  - Ganancias Totales Pagadas por Asistente:"
"STR_MACHINE_ACCOUNTING_CANCELLED_CREDIT_PAID_BY_ATTENDANT","  - Cancelled Credits Paid by Attendant: ","- Отказани кредити изплатени от крупие:","  - Créditos Cancelados Pagados por Asistente:"
"STR_MACHINE_ACCOUNTING_VOUCHER_OUT","  - Voucher Out: ","- Изкарани Ваучери:","  - Salida de Vales:"
"STR_MACHINE_ACCOUNTING_CASHABLE_VOUCHER_OUT","   -- Cashable Voucher Out: ","-- Изкарани Ваучери за разплащане","   -- Salida de Vale Reembolsable:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_VOUCHER_OUT","   -- Non-cashable Voucher Out: ","-- Изкарване на ваучери неизплатими в брой:","   -- Salida de Vale No-Reembolsable"
"STR_MACHINE_ACCOUNTING_CASHLESS_OUT","  - Cashless Out: ","- Изкарани пари от машината по електронен път:","  - Salida de Cashless:"
"STR_MACHINE_ACCOUNTING_CASHABLE_ELECTRONIC_OUT","   -- Cashable Electronic Out: ","-- Изкарване по електронен път изплатими в брой:","   -- Salida Electrónica de Reembolsable:"
"STR_MACHINE_ACCOUNTING_PROMOTIONAL_ELECTRONIC_OUT","   -- Promotional Electronic Out: ","-- Изкарани промоционални електронни трансфери:","   -- Salida Electrónica Promocional:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_ELECTRONIC_OUT","   -- Non-cashable Electronic Out: ","-- Изкарани по електронен път неизплатими в брой:","   -- Salida Electrónica de No-Reembolsable:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_CANCELLED_CREDITS","Total Cancelled Credits: ","Общо отменени кредити:","Total Créditos Cancelados:"
"STR_MACHINE_ACCOUNTING_TOTAL_HANDPAY_RECEIPT","Total Handpay Receipt: ","Общо изплатени на ръка бележки:","Total Recibos Pago en Mano:"
"STR_MACHINE_ACCOUNTING_CANCELLED_CREDITS_RECEIPT","  - Cancelled Credits Receipt: ","- Отказана кредитна бележка:","  - Recibo de Créditos Cancelados:"
"STR_MACHINE_ACCOUNTING_JACKPOT_RECEIPT","  - Jackpot Receipt: ","- Джакпотна бележка:","  - Recibo de Jackpot:"
,,,
"STR_MACHINE_ACCOUNTING_COIN_DROP","Coin Drop: ","Жетони паднали в каса:","Caída de Moneda:"
"STR_MACHINE_ACCOUNTING_EXTRA_COINS_OUT","Extra Coins Out: ","Допълнителни изкарани монети:","Salida de Monedas Extra:"
"STR_MACHINE_ACCOUNTING_HOPPER_FILL","Hopper Fill: ","Запълване на Хопъра:","Llenado de Tolva:"
"STR_MACHINE_ACCOUNTING_QUANTITY_OF_PHYSICAL_COINS_IN","Quantity of Physical Coins In: ","Количество на вкараните  физични монети:","Cantidad de Monedas Físicas de Entrada:"
"STR_MACHINE_ACCOUNTING_QUANTITY_OF_PHYSICAL_COINS_OUT","Quantity of Physical Coins Out: ","Брой на изплатените от машината жетони:","Cantidad de Monedas Físicas de Salida:"
"STR_MACHINE_ACCOUNTING_QUANTITY_OF_PHYSICAL_COINS_IN_DROP","Quantity of Physical Coins In Drop: ","Брой на жетоните попаднали в касата","Cantidad de Monedas Físicas en Caída:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_GAMES_PLAYED","Total Games Played: ","Общо изиграни игри:","Total Juegos Jugados:"
"STR_MACHINE_ACCOUNTING_TOTAL_GAMES_WON","  - Total Games Won: ","- Общо спечелени игри:","  - Total Juegos Ganados:"
"STR_MACHINE_ACCOUNTING_TATAL_GAMES_LOST","  - Total Games Lost: ","- Общо загубени игри:","  - Total Juegos Perdidos:"
"STR_MACHINE_ACCOUNTING_MAIN_GAMES_LOST","   -- Main Games Lost: ","-- Загубени основни игри:","   -- Juegos Principales Perdidos:"
"STR_MACHINE_ACCOUNTING_GAMES_LOST_IN_GAMBLE","   -- Games Lost In Gamble: ","-- Загубени игри при удвояването:","   -- Juegos Perdidos en Apuesta:"
"STR_DETAILS","Details","Детайли","Detalles"
"STR_SHOW_DETAILS","Show Details",,
"STR_HIDE_DETAILS","Hide Details",,
"STR_SHOW_ALL_DETAILS","Show All Details",,
"STR_HIDE_ALL_DETAILS","Hide All Details",,
,,,
"STR_WINS_OVER_JP_LIMIT","Wins Over Jackpot Limit:","Печалби над Джакпотния лимит:",
"STR_FRENCH_ACCOUNTING_BILL_IN","Bill In: ","Вкарани банкноти","Entrada Billete:"
"STR_FRENCH_ACCOUNTING_PHYSICAL_COIN_OUT","Physical Coin Out: ","Изкарани реални монети:","Salida Moneda Física:"
"STR_FRENCH_AFT_IN","AFT In:","Автоматизирано вкарване на пари:","Entada AFT"
"STR_FRENCH_AFT_OUT","AFT Out:","Автоматизирано изкарване на пари:","Entada AFT"
"STR_FRENCH_CREDITS_PAID","Inserted Credits Paid:",,
,,,
"STR_HITS_LABEL","Hits",,"Apariciones"
"STR_WINS_LABEL","Wins",,"Gana"
"STR_LEVEL_LABEL","Level",,"Nivel"
,,,
"STR_MINI_LABEL","MINI","МАЛКО","MINI"
"STR_MIDDLE_LABEL","MIDDLE","СРЕДЕН","MEDIO"
"STR_SUPER_LABEL","SUPER","СУПЕР","SUPERIOR"
"STR_TOTAL_LABEL","Total: ","Общо:","Total: "
"STR_CLUBS_LABEL","CLUBS","СПАТИЯ","TRÉBOLES"
"STR_DIAMONDS_LABEL","DIAMONDS","КАРО","DIAMANTES"
"STR_HEARTS_LABEL","HEARTS","КУПА","CORAZONES"
"STR_SPADES_LABEL","SPADES","ПИКА","PICAS"
"STR_MINOR_LABEL","MINOR","НЕЗНАЧИТЕЛЕН","MENOR"
"STR_MAJOR_LABEL","MAJOR","ЗНАЧИТЕЛЕН","MAYOR"
"STR_GRAND_LABEL","GRAND","ГРАНДИОЗЕН","GRAN"
"STR_WHITE_LABEL","WHITE","БЯЛ","BLANCO"
"STR_GREEN_LABEL","GREEN","ЗЕЛЕН","VERDE"
"STR_RED_LABEL","RED","ЧЕРВЕН","ROJO"
"STR_BLUE_LABEL","BLUE","СИН","AZUL"
"STR_MAJOR_AD_LABEL","MAJOR ADDITIONAL REWARD","СРЕДНО ДОПЪЛНИТЕЛНО ВЪЗНАГРАЖДЕНИЕ","RECOMPENSA ADICIONAL MAYOR"
"STR_GRAND_AD_LABEL","GRAND ADDITIONAL REWARD","ГОЛЯМО ДОПЪЛНИТЕЛНО ВЪЗНАГРАЖДЕНИЕ","GRAN RECOMPENSA ADICIONAL"
"STR_MINAR_AD_LABEL","MINOR ADDITIONAL REWARD","МАЛКО ДОПЪЛНИТЕЛНО ВЪЗНАГРАЖДЕНИЕ","RECOMPENSA ADICIONAL MENOR"
,,,
"STR_PREMIUM_LINK_JACKPOT_STATISTICS_TITLE","Premium Link Jackpot Statistics","Джакпотна статистика на Premium Link","Enlace Premium a Estadísticas de Jackpot"
"STR_LADY_CARDS_JACKPOT_STATISTICS_TITLE","Lady's Cards Jackpot Statistics","Джакпотна статистика на Lady's Cadrs","Estadísticas de Jackpot Lady's Card"
"STR_JACKPOT_CARDS_STATISTICS_TITLE","Jackpot Cards Statistics","Джакпотна статистика на Jackpot Cards","Estadísticas de Jackpot Cards"
"STR_COIN_JACKPOT_STATISTICS_TITLE","Coin Jackpot Statistics","Джакпотна статистика на Coin Jackpot","Estadísticas de Coin Jackpot"
"STR_3_HAPPY_HITS_JACKPOT_STATISTICS_TITLE","3 Happy Hits Jackpot Statistics","Джакпотна статистика на 3 Happy Hits","Estadísticas de Jackpot 3 Happy Hits"
"STR_CHINA_JACKPOT_STATISTICS_TITLE","Fu Gui Rong Hua Jackpot Statistics","Джакпотна статистика на Fu Gui Rong Hua","Estadísticas de Jackpot Fu Gui Rong Hua"
