"KEY","EN","BG","ESP","PT"
"STR_HOPPER_COINT_OUT_JAMS","Hopper Coin Out Jams: ",,"Atascos de Salida de Moneda en Tolva:","Atolamentos da Saída de Moedas da Cesta:"
"STR_COINT_PAID","Extra Coin Paid: ","Изплащане на допълнителна монета:","Moneda Extra Pagada:","Moeda Extra Paga:"
"STR_PRINTER_JAMS","Printer Jams: ","Регистрира колко пъти е имало смачкан билет:","Atascos de Impresora:","Atolamentos de Impressora:"
"STR_PRINTER_ERRORS","Printer Errors: ","Грешки в принтера:","Errores de Impresora:","Erros da Impressora:"
"STR_PRINTER_DISCONNECTS","Printer Disconnects: ","Принтера прекъсва:","Desconexiones de Impresora:","Desconexões da Impressora:"
"STR_MECHANICAL_METER_DISCONNECTS","Mechanical Meter Disconnects: ","Електромеханичния брояч прекъсва:","Desconexiones de Medidor Mecánico:","Desconexões do Medidor Mecânico:"
"STR_TOUCH_SCREEN_ERRORS","Touch Screen Errors: ","Грешка в тъчскрина:","Errores de Pantalla Táctil:","Erros da Tela Sensível ao Toque:"
"STR_RUNTIME_RESET","Runtime Reset: ","Рестартиране по време на изпълнение:","Reinicio de tiempo de ejecución:","Redefinição do Tempo de Execução:"
"STR_BOOT_BOOT_TIME_RESET","Boot Time Reset: ","Начално време за стартиране:","Reinicio de Tiempo de Arranque:","Redefinição do Tempo de Inicialização:"
"STR_IDREADER_DEVICE_DISCONNECTED","Id Card Scanner Device Disconnected: ",,"Dispositivo de Escáner de Tarjeta de Id Desconectado:","Dispositivo Digitalizador de Carteira de Identidade Desconectado:"
"STR_IDREADER_SCAN_ERROR","Id Card Scanner Scan Error: ",,"Error de Escaneo de Escáner de Tarjeta de Id:","Erro de Digitalização do Digitalizador de Carteira de Identidade:"
"STR_IDREADER_FAILED_READ_EXP_DATE","Id Card Scanner Failed To Read Expiration Date: ",,"Escáner de Tarjeta de Id no pudo Leer Fecha de Vencimiento:","Digitalizador de Carteira de Identidade Não Conseguiu Ler Data de Validade:"
"STR_IDREADER_FAILED_READ_BIRTH_DATE","Id Card Scanner Failed To Read Date Of Birth: ",,"Escáner de Tarjeta de Id no pudo Leer Fecha de Nacimiento:","Digitalizador de Carteira de Identidade Não Conseguiu Ler Data de Nascimento:"
"STR_IDREADER_SCANNED_UNDER_LEGAL_AGE","Id Card Scanner Scanned Under Legal Age: ",,"Escáner de Tarjeta de Id arrojó Minoría de Edad","Digitalizador de Carteira de Identidade Digitalizou Data de Nascimento Abaixo da Idade Legal:"
,,,
"STR_MASTER_ACCOUNTING","Master Accounting","Главно Отчитане","Contabilidad Master","Contabilidade Mestre"
"STR_PERIOD_ACCOUNTING","Period Accounting","Периодично Отчитане","Periodo de Contabilidad","Contabilidade do Período"
"STR_NUMBER_OF_BILLS","%1Number of Bills: ","%1Номер на банкнотите:","%1Número de Billetes:","%1 Número de Notas:"
"STR_TOTAL_VALUE_OF_BILLS","%1Total Value of Bills: ","%1Общи стойности на банкнотите:","%1Valor Total de Billetes:","%1 Valor Total das Notas:"
"STR_ADD_BILLS","%1 bills","%1 банкноти","%1 billetes","%1 notas"
"STR_BILL_CURRENCY_CODE_BILLS","Currency Code Bills:",,"Código de Divisa de Billetes","Notas por Código de Moeda:"
"STR_BILL_EXCHANGE_CURRENCY_CODE_BILLS","Exchange Currency Code Bills:",,"Código de Cambio de Divisa de Billetes","Câmbio das Notas por Código de Moeda:"
,,,
"STR_NUMBER_OF_COINS","Number of Coins: ","Брой на монети:","Número de Monedas:","Número de Moedas:"
"STR_TOTAL_VALUE_OF_COINS","Total Value of Coins: ","Обща стойност на монетите:","Valor Total de Monedas:","Valor Total das Moedas:"
"STR_ADD_COINS","%1 coins","%1 монети","%1 monedas","%1 moedas"
,,,
"STR_LOGIC_BOARD_DOOR","Logic board door","Вратата на ексайтера","Puerta de placa lógica","Porta da placa lógica"
"STR_BILL_STACKER_ACCESS","Bill Stacker access","Достъп до Стакера на Банкноти","Acceso a apilador de billete","Acesso ao Empilhador de Notas"
"STR_POWER_INFORMATION","Power information","Информация за захранването","Información de energía","Informações de Energia"
"STR_DROP_DOOR_POWER_OFF","Drop door (power off)","Разкачена врата ( изключване)","Puerta de caída (apagar)","Porta de queda (sem energia)"
"STR_LOGIC_BILL_VALIDATOR_DOOR_POWER_OFF","Bill validator door (power off)","Вратата на банкното-валидатора (изключване)","Puerta de validador de billetes (apagar)","Porta do validador de notas (sem energia)"
"STR_LOGIC_BILL_STACKER_BOX_DOOR_POWER_OFF","Bill stacker box door (power off)","Вратата на кутията на Стакера на банкноти (изключване)","Puerta de apilador de billetes (apagar)","Porta da caixa do empilhador de notas (sem energia)"
"STR_LOGIC_MAIN_DOOR_POWER_OFF","Main door (power off)","Главна врата (изключване)","Puerta principal (apagar)","Porta principal (sem energia)"
"STR_LOGIC_LOGIC_BOARD_DOOR_POWER_OFF","Logic board door (power off)","Вратата на ексайтера (изключване)","Puerta de placa lógica (apagar)","Porta da placa lógica (sem energia)"
"STR_LOGIC_BELLY_DOOR_POWER_OFF","Belly door (power off)","Предна врата (Изключване)","Puerta central (apagar)","Porta de barriga (sem energia)"
"STR_LOGIC_TOP_BOX_DOOR_POWER_OFF","Top Box door (power off)","Врата на горна кутия (изключване)","Puerta de Caja Superior (apagar)","Porta do Topo da Caixa (sem energia)"
"STR_LOGIC_DROP_EXT_DOOR_POWER_OFF","Door Ext (power off)","Външна врата ( изключване)","Puerta Ext (apagar)","Porta Ext (sem energia)"
,,,
"STR_LAST_OPEN_LABEL"," - Last open"," - Последно отворен","- Última apertura","- Última abertura"
"STR_LAST_CLOSE_LABEL"," - Last close"," - Последно затворен","- Último cierre","- Último fechamento"
"STR_LAST_OPEN_COUNT_LABEL"," - Open count"," - Брой Отворени","- Recuento aperturas","- Contagem de aberturas"
"STR_LAST_CLOSE_COUNT_LABEL"," - Close count"," - Брой Затворени","- Recuento cierres","- Contagem de fechamentos"
"STR_GAMES_SINCE_LAST_CLOSE_LABEL"," - Games since last close"," - Игри от споледно затваряне","- Juegos desde último cierre","- Jogos desde o último fechamento"
"STR_LAST_POWER_FAILED_LABEL"," - Last power failed"," - Последно прекъсване на захранването","- Último fallo de energía","- Última queda de energia"
"STR_LAST_TURNED_ON_LABEL"," - Last turned on"," - Последно включване","- Último encendido","- Última inicialização"
"STR_POWER_OFF_DURATION_LABEL"," - Power off duration"," - Време на изключена машина","- Duración de apagado","- Duração do tempo desligado"
"STR_POWER_FAILURES_LABEL"," - Power failures"," - Провалени захранвания","- Fallos de energía","- Quedas de energia"
"STR_GAMES_SINCE_LAST_POWER_ON_LABEL"," - Games since last power on"," - Игри от последното включване","- Juegos desde último encendido","- Jogos desde a última inicialização"
"STR_LAST_REMOVE_LABEL"," - Last remove"," - Последно изкарване","- Última retirada","- Última remoção"
"STR_LAST_INSERT_LABEL"," - Last insert"," - Последно вкарване","- Última inserción","- Última inserção"
"STR_REMOVE_COUNT_LABEL"," - Remove count"," - Изтрит брояч","- Cuenta de retiradas","- Contagem de remoções"
,,,
"STR_DENOMINATION_ACCOUNTING_DENOMINATION_LABEL","DENOMINATION: %1","ДЕНОМИНАЦИЯ: %1","DENOMINACIÓN %1","DENOMINAÇÃO: %1"
"STR_DENOMINATION_ACCOUNTING_TOTAL_BET","Total Bet (Coin In): ","Всички залози (Вкарани жетони):","Apuesta total (Moneda Introducida):","Aposta Total (Entrada de Moeda):"
,,,
"STR_SORT_BY_PLAYED_GAMES_LABEL","Sort by played games",,"Sort by played games","Classificar por jogos jogados"
"STR_SORT_BY_TOTAL_BET_LABEL","Sort by total bet ",,"Sort by total bet","Classificar por aposta total"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_WAN","Total Won: ","Общо спечелени:","Total Ganado:","Total Ganho:"
"STR_TOTAL_WINNINGS_TO_CREDIT_LABEL","  -Total Winnings to Credit: ","- Общо спечелени в кредити:","- Total Ganancias a Crédito:","- Total de Prêmios para Crédito:"
"STR_WINNINGS_FROM_PAYTABLE_LABEL","   -- Winnings from Paytable (Coin Out): ","-- Печалби от таблицата с печалби (Изкарани пари)","-- Tabla de Pagos (Salida Moneda):","-- Prêmios da Tabela de Pagamentos (Saída de Moeda):"
"STR_WINNINGS_FROM_PROGRESSIVES_LABEL","   -- Winnings from Progressives: ","-- Печалбите в пари от Прогресиви:","-- Progresivos:","-- Prêmios de Progressivos:"
"STR_WINNINGS_FROM_EXTERNAL_BONUS_LABEL","   -- Winnings from External Bonuses: ","-- Печалби от външен бонус:","-- Bonus Externos:","-- Prêmios de Bônus Externos:"
"STR_TOTAL_WINNINGS_PAID_BY_ATTENDANT_LABEL","  -Total Winnings Paid by Attendant: ","- Общи печалби, изплатени от крупие:","-Ganancias Totales Pagadas por Asistentes:","-Total de Prêmios Pagos pelo Atendente:"
"STR_TOTAL_ATTENDANT_PAID_PAYTABLE_WINNINGS_LABEL","   -- Attendant Paid Paytable Winnings: ","-- Изплатими печалби което крупието изплати:","-- Tabla de Pagos Pagadas por Asistente:","-- Prêmios da Tabela de Pagamentos Pagos pelo Atendente:"
"STR_TOTAL_ATTENDANT_PAID_PROGRESSIVES_LABEL","   -- Attendant Paid Progressives: ","-- Изплатени от крупие Прогресиви:","-- Progresivos Pagados por Asistente:","-- Progressivos Pagos pelo Atendente:"
"STR_TOTAL_ATTENDANT_PAID_EXTERNAL_BONUSES_LABEL","   -- Attendant Paid External Bonuses: ","-- Изплатени от крупие Външни Бонуси:","-- Bonus Externos Pagados por Asistente:","-- Bônus Externos Pagos pelo Atendente:"
"STR_TOTAL_GAMES_PLAYED_LABEL","Total Games Played: ","Общо изиграни игри:","Total Juegos Jugados:","Total de Jogos Jogados:"
"STR_TOTAL_GAMES_WON_LABEL","  - Total Games Won: ","- Общо спечелени игри:","- Total Juegos Ganados:","- Total de Jogos Ganhos:"
"STR_TOTAL_GAMES_LOST_LABEL","  - Total Games Lost: ","- Общо загубени игри:","- Total Juegos Perdidos:","- Total de Jogos Perdidos:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_CASHTABLE_PLAYED","  - Total Cashable Played: ","- Общо изплатими в брой игри:","- Total Reembolsables Jugados:","- Total Convertível em Dinheiro Jogado:"
"STR_MACHINE_ACCOUNTING_TOTAL_PROMOTIONAL_PLAYED","  - Total Promotional Played: ","- Общо Промоционално Изиграни:","- Total Promocionales Jugados:","- Total Promocional Jogado:"
"STR_MACHINE_ACCOUNTING_TOTAL_NON_CASHTABLE_PLAYED","  - Total Non-cashable Played: ","- Общо не изплатими в брой игри:","- Total No-Reembolsables Jugados:","- Total Não Convertível em Dinheiro Jogado:"
,,,
"STR_MACHINE_ACCOUNTING_MACHINE_HOLD","Machine hold %: ","Паузиране на машината %:","Retención de máquina %:","% de retenção da máquina:"
"STR_MACHINE_ACCOUNTING_MACHINE_YIELD","Machine yield %: ","Доходност на машината %:","Cesión de máquina %:","% de rendimento da máquina:"
"STR_GAME_ACCOUNTING_GAME_HOLD","Game hold %: ","Паузиране на играта %:","Retención de juego %:","% de retenção do jogo:"
"STR_GAME_ACCOUNTING_GAME_YIELD","Game yield %: ","Доходност на играта %:","Cesión de juego %:","% de rendimento do jogo:"
"STR_GAME_ACCOUNTING_BASE_GAME_CURRENT","Base Game Current %: ","Основна игра Текущ %:","% Actual Juego Base:","% Atual do Jogo Base:"
"STR_MACHINE_ACCOUNTING_WEIGHTED_AVERAGE_TRTP","Weighted Average TRTP %: ",,"Ponderación de TRTP Media %:","Média Ponderada de TRTP %:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_IN","Total In: ","Общо вкарани:","Entrada Total:","Total de Entradas:"
"STR_MACHINE_ACCOUNTING_PHYSICAL_COIN_IN","  - Physical Coin In: ","- Вкарани жетони","- Entrada Moneda Física:","- Entrada de Moeda Física:"
"STR_MACHINE_ACCOUNTING_BILL_IN","  - Bill In: ","- Вкарани банкноти","- Entrada Billete:","- Entrada de Nota:"
"STR_MACHINE_ACCOUNTING_CASHLESS_IN","  - Cashless In: ","- Вкарани пари в машината по електронен път:","- Entrada Cashless:","- Entrada Sem Dinheiro:"
"STR_MACHINE_ACCOUNTING_CASHABLE_ELECTRONIC_IN","   -- Cashable Electronic In: ","-- Вкарани пари в машината с електронен трансфер:","-- Entrada Electrónica de Reembolsable:","-- Entrada Eletrônica Convertível em Dinheiro:"
"STR_MACHINE_ACCOUNTING_KEYED_IN","    --- Keyed In: ","--- Пари добавени чрез калкулатор","--- Entrada de Bloqueado:","--- Digitado:"
"STR_MACHINE_ACCOUNTING_PROMOTIONAL_ELECTRONIC_IN","   -- Promotional Electronic In: ","-- Вкарани промоционални електронни трансфери:","-- Entrada Electrónica Promocional:","-- Entrada Eletrônica Promocional:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_ELECTRONIC_IN","   -- Non-cashable Electronic In: ","-- Вкарани по електронен път неизплатими в брой:","-- Entrada Electrónica de No-Reembolsable:","-- Entrada Eletrônica Não Convertível em Dinheiro:"
"STR_MACHINE_ACCOUNTING_VOUCHER_IN","  - Voucher In: ","- Вкарани Ваучери:","- Entrada Vales:","- Entrada de Cupom:"
"STR_MACHINE_ACCOUNTING_CASHABLE_VOUCHER_IN","   -- Cashable Voucher In: ","-- Вкарани Ваучери за разплащане","-- Entrada Vales Reembolsables:","-- Entrada de Cupom Convertível em Dinheiro:"
"STR_MACHINE_ACCOUNTING_PROMOTIONAL_VOUCHER_IN","   -- Promotional Voucher In: ","-- Вкарани промоционални Ваучери","-- Entrada Vales Promocionales:","-- Entrada de Cupom Promocional:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_VOUCHER_IN","   -- Non-cashable Voucher In: ","-- Вкарани неизплатими ваучери:","-- Entrada de Vale No-Reembolsable:","-- Entrada de Cupom Não Convertível em Dinheiro:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_OUT","Total Out: ","Общо Изкарани:","Salida Total:","Total de Saídas:"
"STR_MACHINE_ACCOUNTING_PHYSICAL_COIN_OUT","  - Physical Coin Out: ","- Изкарани реални монети:","- Salida Moneda Física:","- Saída de Moedas Físicas:"
"STR_MACHINE_ACCOUNTING_TOTAL_WINNINGS_PAYED_BY_ATTENDANT","  - Total Winnings Paid by Attendant: ","- Всички печалби изплатени от крупие:","- Ganancias Totales Pagadas por Asistente:","- Total de Prêmios Pagos pelo Atendente:"
"STR_MACHINE_ACCOUNTING_CANCELLED_CREDIT_PAID_BY_ATTENDANT","  - Cancelled Credits Paid by Attendant: ","- Отказани кредити изплатени от крупие:","- Créditos Cancelados Pagados por Asistente:","- Créditos Cancelados Pagos pelo Atendente:"
"STR_MACHINE_ACCOUNTING_VOUCHER_OUT","  - Voucher Out: ","- Изкарани Ваучери:","- Salida de Vales:","- Saída de Cupom:"
"STR_MACHINE_ACCOUNTING_CASHABLE_VOUCHER_OUT","   -- Cashable Voucher Out: ","-- Изкарани Ваучери за разплащане","-- Salida de Vale Reembolsable:","-- Saída de Cupom Convertível em Dinheiro:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_VOUCHER_OUT","   -- Non-cashable Voucher Out: ","-- Изкарване на ваучери неизплатими в брой:","-- Salida de Vale No-Reembolsable","-- Saída de Cupom Não Convertível em Dinheiro:"
"STR_MACHINE_ACCOUNTING_CASHLESS_OUT","  - Cashless Out: ","- Изкарани пари от машината по електронен път:","- Salida de Cashless:","- Saída Sem Dinheiro:"
"STR_MACHINE_ACCOUNTING_CASHABLE_ELECTRONIC_OUT","   -- Cashable Electronic Out: ","-- Изкарване по електронен път изплатими в брой:","-- Salida Electrónica de Reembolsable:","-- Saída Eletrônica Convertível em Dinheiro:"
"STR_MACHINE_ACCOUNTING_PROMOTIONAL_ELECTRONIC_OUT","   -- Promotional Electronic Out: ","-- Изкарани промоционални електронни трансфери:","-- Salida Electrónica Promocional:","-- Saída Eletrônica Promocional:"
"STR_MACHINE_ACCOUNTING_NON_CASHABLE_ELECTRONIC_OUT","   -- Non-cashable Electronic Out: ","-- Изкарани по електронен път неизплатими в брой:","-- Salida Electrónica de No-Reembolsable:","-- Saída Eletrônica Não Convertível em Dinheiro:"
,,,
"STR_MACHINE_ACCOUNTING_TOTAL_CANCELLED_CREDITS","Total Cancelled Credits: ","Общо отменени кредити:","Total Créditos Cancelados:","Total de Créditos Cancelados:"
"STR_MACHINE_ACCOUNTING_TOTAL_HANDPAY_RECEIPT","Total Handpay Receipt: ","Общо изплатени на ръка бележки:","Total Recibos Pago en Mano:","Total de Receita com Pagamentos Manuais:"
"STR_MACHINE_ACCOUNTING_CANCELLED_CREDITS_RECEIPT","  - Cancelled Credits Receipt: ","- Отказана кредитна бележка:","- Recibo de Créditos Cancelados:","- Receita de Créditos Cancelados:"
"STR_MACHINE_ACCOUNTING_JACKPOT_RECEIPT","  - Jackpot Receipt: ","- Джакпотна бележка:","- Recibo de Jackpot:","- Receita do Jackpot:"
,,,
"STR_MACHINE_ACCOUNTING_COIN_DROP","Coin Drop: ","Жетони паднали в каса:","Caída de Moneda:","Queda de Moeda:"
"STR_MACHINE_ACCOUNTING_EXTRA_COINS_OUT","Extra Coins Out: ","Допълнителни изкарани монети:","Salida de Monedas Extra:","Saída de Moedas Extras:"
"STR_MACHINE_ACCOUNTING_HOPPER_FILL","Hopper Fill: ","Запълване на Хопъра:","Llenado de Tolva:","Enchimento da Cesta:"
"STR_MACHINE_ACCOUNTING_QUANTITY_OF_PHYSICAL_COINS_IN","Quantity of Physical Coins In: ","Количество на вкараните  физични монети:","Cantidad de Monedas Físicas de Entrada:","Quantidade de Entrada de Moedas Físicas:"
"STR_MACHINE_ACCOUNTING_QUANTITY_OF_PHYSICAL_COINS_OUT","Quantity of Physical Coins Out: ","Брой на изплатените от машината жетони:","Cantidad de Monedas Físicas de Salida:","Quantidade de Saída de Moedas Físicas:"
"STR_MACHINE_ACCOUNTING_QUANTITY_OF_PHYSICAL_COINS_IN_DROP","Quantity of Physical Coins In Drop: ","Брой на жетоните попаднали в касата","Cantidad de Monedas Físicas en Caída:","Quantidade de Moedas Físicas na Queda:"
